Censo,Localidad nivel 1,Localidad nivel 2,Localidad nivel 3,Se censa,Agua,Ambiente
CA_20050620,Veta La Palma,Veta La Palma,El Italiano,True,Sí,Arrozal
CA_20050620,Parque Natural Norte,Arrozales De Puebla E Isla Mayor,Arrozales De Puebla E Isla Mayor,True,Mucha,Arrozal
CA_20050620,Veta La Palma,Veta La Palma,Arrozales De Tarfia,True,Mucha,Arrozal
CA_20050620,Veta La Palma,Veta La Palma,Balsas AB,True,Sí,Acuicultura
CA_20050620,Parque Natural Norte,Colonia De La Isleta De Puebla,Colonia De La Isleta De Puebla,False,Desconocido,Otros
CA_20050620,Veta La Palma,Veta La Palma,Cuquero Grande Y Chico,True,Mucha,Acuicultura
CA_20050620,Parque Natural Norte,Dehesa De Abajo,Dehesa De Abajo,True,Muy poca,Otros
CA_20050620,Veta La Palma,Veta La Palma,Esparragosilla,True,Sí,Acuicultura
CA_20050620,Veta La Palma,Veta La Palma,Gavetas,True,Mucha,Acuicultura
CA_20050620,Parque Natural Norte,Guadiamar Encauzado,Caño Guadiamar PNAT,True,Muy poca,Marisma
CA_20050620,Parque Natural Norte,Hato Blanco,Hato Blanco,True,Mucha,Arrozal
CA_20050620,Parque Nacional De Doñana,Lagunas RBD,Lagunas RBD,True,Sí,Otros
CA_20050620,Parque Nacional De Doñana,Los Caracoles,Los Caracoles,True,No,Marisma
CA_20050620,Parque Nacional De Doñana,Lucio De La FAO,Lucio De La FAO,True,Poca,Otros
CA_20050620,Veta La Palma,Veta La Palma,Lucio Del Bocón,True,Muy poca,Acuicultura
CA_20050620,Parque Nacional De Doñana,Marisma De Hinojos,Marisma De Hinojos,True,No,Marisma
CA_20050620,Parque Natural Norte,Marismas del Coto del Rey,Marismas del Coto del Rey,True,No,Marisma
CA_20050620,Parque Nacional De Doñana,Matasgordas,Matasgordas,True,No,Marisma
CA_20050620,Parque Nacional De Doñana,El Partido,El Partido,True,No,Otros
CA_20050620,Salinas De Bonanza,Salinas De Bonanza,Salinas Hidalgo,True,Sí,Salinas
CA_20050620,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,True,Sí,Salinas
CA_20050620,Parque Nacional De Doñana,Marismillas,Orilla del Río,True,No,Marisma
CA_20050620,Veta La Palma,Veta La Palma,Almajar Perimetral,False,Desconocido,Otros
CA_20050620,Parque Natural Norte,Arrozales De Puebla E Isla Mayor,Arrozal de Casa Neves,False,Desconocido,Arrozal
CA_20050620,Veta La Palma,Veta La Palma,Balsa De Tarfia,False,Desconocido,Otros
CA_20050620,Veta La Palma,Veta La Palma,Cultivos De Tarfia,False,Desconocido,Otros
CA_20050620,Veta La Palma,Veta La Palma,Cuquero Chico,False,Desconocido,Acuicultura
CA_20050620,Veta La Palma,Veta La Palma,Cuquero Grande,False,Desconocido,Acuicultura
CA_20050620,Parque Nacional De Doñana,Marismas Del Rocio Y Rocina,La Rocina,False,Desconocido,Otros
CA_20050620,Parque Natural Norte,Otros Cultivos,Los Madrigales,False,Desconocido,Arrozal
CA_20050620,Parque Natural Norte,Otros Cultivos,Otros Cultivos,False,Desconocido,Otros
CA_20050620,Veta La Palma,Veta La Palma,Balsas CDE,True,Sí,Acuicultura
CA_20050722,Parque Natural Norte,Brazo De La Torre Y Cantaritas,Brazo De La Torre,True,Sí,Otros
CA_20050722,Parque Natural Norte,Arrozales De Puebla E Isla Mayor,Brazo De Los Pobres,True,Sí,Otros
CA_20050722,Parque Natural Norte,Brazo De La Torre Y Cantaritas,Cantaritas,True,Mucha,Arrozal
CA_20050722,Parque Nacional De Doñana,Las Nuevas - Matochar,Caño Del Buen Tiro,True,Sí,Marisma
CA_20050722,Parque Nacional De Doñana,Marisma De Hinojos,Caño Guadiamar PNAC,True,No,Marisma
CA_20050722,Parque Nacional De Doñana,El Puntal,Caño Junquera A Veta Carrizosa,True,No,Marisma
CA_20050722,Parque Nacional De Doñana,Las Nuevas - Matochar,Caño Travieso,True,No,Marisma
CA_20050722,Parque Nacional De Doñana,Marismillas,De Aguas Rubias Al Hondón,True,No,Marisma
CA_20050722,Parque Nacional De Doñana,Marisma de Los Sotos,Marisma de Los Sotos,True,No,Marisma
CA_20050722,Parque Nacional De Doñana,Marisma De Hinojos,De Matasgordas A Resolimán,True,No,Marisma
CA_20050722,Parque Nacional De Doñana,Marisma RBD,Marisma RBD,True,No,Marisma
CA_20050722,Parque Nacional De Doñana,El Puntal,Marisma de El Puntal,True,No,Marisma
CA_20050722,Parque Natural Norte,Entremuros,Entremuros De Los Pobres,True,Muy poca,Otros
CA_20050722,Parque Natural Norte,Otros Cultivos,La Sarteneja,True,Mucha,Arrozal
CA_20050722,Parque Nacional De Doñana,Las Nuevas - Matochar,Lucio De Los Ánsares,True,No,Marisma
CA_20050722,Veta La Palma,Veta La Palma,Lucio De Los Cangrejos,True,No,Otros
CA_20050722,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio De Marilopez Chico,True,No,Marisma
CA_20050722,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio De Marilopez Grande,True,No,Marisma
CA_20050722,Parque Nacional De Doñana,Las Nuevas - Matochar,Lucio Del Cangrejo Chico,True,Muy poca,Marisma
CA_20050722,Parque Natural Norte,Entremuros,Lucio Del Cangrejo Grande,True,Muy poca,Marisma
CA_20050722,Parque Nacional De Doñana,Marismillas,Lucio Del Hondón,True,Mucha,Marisma
CA_20050722,Veta La Palma,Veta La Palma,Lucio Del Hotel,True,Mucha,Otros
CA_20050722,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio Del Lobo Chico,True,No,Marisma
CA_20050722,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio Del Lobo Grande,True,No,Marisma
CA_20050722,Parque Nacional De Doñana,Marismillas,Lucio Del Membrillo,True,No,Marisma
CA_20050722,Parque Nacional De Doñana,Las Nuevas - Matochar,Lucios Al Norte Del Buen Tiro,True,No,Marisma
CA_20050722,Parque Nacional De Doñana,Las Nuevas - Matochar,Lucios Al Sur De Los Ánsares,True,No,Marisma
CA_20050722,Parque Nacional De Doñana,Marismillas,Lucios De Veta Lengua Y Aguas Rubias,True,No,Marisma
CA_20050722,Parque Nacional De Doñana,El Puntal,Lucios Del Caballero y El Puntal,True,No,Marisma
CA_20050722,Parque Nacional De Doñana,Marismas Del Rocio Y Rocina,Marismas Del Rocío,True,No,Marisma
CA_20050722,Veta La Palma,Veta La Palma,El Italiano,True,Mucha,Arrozal
CA_20050722,Parque Natural Norte,Arrozales De Puebla E Isla Mayor,Arrozales De Puebla E Isla Mayor,True,Mucha,Arrozal
CA_20050722,Veta La Palma,Veta La Palma,Arrozales De Tarfia,True,Mucha,Arrozal
CA_20050722,Veta La Palma,Veta La Palma,Balsas AB,True,Sí,Acuicultura
CA_20050722,Parque Natural Norte,Colonia De La Isleta De Puebla,Colonia De La Isleta De Puebla,False,Desconocido,Otros
CA_20050722,Parque Natural Norte,Dehesa De Abajo,Dehesa De Abajo,True,No,Otros
CA_20050722,Veta La Palma,Veta La Palma,Esparragosilla,True,Mucha,Acuicultura
CA_20050722,Veta La Palma,Veta La Palma,Gavetas,True,Mucha,Acuicultura
CA_20050722,Parque Natural Norte,Guadiamar Encauzado,Caño Guadiamar PNAT,True,Muy poca,Marisma
CA_20050722,Parque Natural Norte,Hato Blanco,Hato Blanco,True,Mucha,Arrozal
CA_20050722,Parque Nacional De Doñana,Lagunas RBD,Lagunas RBD,True,Muy poca,Otros
CA_20050722,Parque Nacional De Doñana,Los Caracoles,Los Caracoles,True,No,Marisma
CA_20050722,Parque Nacional De Doñana,Lucio De La FAO,Lucio De La FAO,True,Poca,Otros
CA_20050722,Veta La Palma,Veta La Palma,Lucio Del Bocón,True,Poca,Acuicultura
CA_20050722,Parque Nacional De Doñana,Marisma De Hinojos,Marisma De Hinojos,True,No,Marisma
CA_20050722,Parque Natural Norte,Marismas del Coto del Rey,Marismas del Coto del Rey,True,No,Marisma
CA_20050722,Parque Nacional De Doñana,Matasgordas,Matasgordas,True,No,Marisma
CA_20050722,Parque Nacional De Doñana,El Partido,El Partido,True,No,Otros
CA_20050722,Salinas De Bonanza,Salinas De Bonanza,Salinas Hidalgo,True,Sí,Salinas
CA_20050722,Parque Nacional De Doñana,Marismillas,Orilla del Río,True,No,Marisma
CA_20050722,Veta La Palma,Veta La Palma,Almajar Perimetral,False,Desconocido,Otros
CA_20050722,Parque Natural Norte,Arrozales De Puebla E Isla Mayor,Arrozal de Casa Neves,False,Desconocido,Arrozal
CA_20050722,Veta La Palma,Veta La Palma,Balsa De Tarfia,False,Desconocido,Otros
CA_20050722,Veta La Palma,Veta La Palma,Cultivos De Tarfia,False,Desconocido,Otros
CA_20050722,Veta La Palma,Veta La Palma,Cuquero Chico,False,Desconocido,Acuicultura
CA_20050722,Veta La Palma,Veta La Palma,Cuquero Grande,False,Desconocido,Acuicultura
CA_20050722,Parque Nacional De Doñana,Marismas Del Rocio Y Rocina,La Rocina,False,Desconocido,Otros
CA_20050722,Parque Natural Norte,Otros Cultivos,Los Madrigales,False,Desconocido,Arrozal
CA_20050722,Parque Natural Norte,Otros Cultivos,Otros Cultivos,False,Desconocido,Otros
CA_20050722,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,True,Sí,Salinas
CA_20050722,Veta La Palma,Veta La Palma,Balsas CDE,True,Sí,Acuicultura
CA_20050722,Veta La Palma,Veta La Palma,Cuquero Grande Y Chico,True,Desconocido,Acuicultura
CA_20050506,Parque Natural Norte,Brazo De La Torre Y Cantaritas,Brazo De La Torre,True,Muy poca,Otros
CA_20050506,Parque Natural Norte,Arrozales De Puebla E Isla Mayor,Brazo De Los Pobres,True,No,Otros
CA_20050506,Parque Natural Norte,Brazo De La Torre Y Cantaritas,Cantaritas,True,Sí,Arrozal
CA_20050506,Parque Nacional De Doñana,Las Nuevas - Matochar,Caño Del Buen Tiro,False,Sí,Marisma
CA_20050506,Parque Nacional De Doñana,Marisma De Hinojos,Caño Guadiamar PNAC,True,No,Marisma
CA_20050506,Parque Nacional De Doñana,El Puntal,Caño Junquera A Veta Carrizosa,True,No,Marisma
CA_20050506,Parque Nacional De Doñana,Las Nuevas - Matochar,Caño Travieso,True,No,Marisma
CA_20050506,Parque Nacional De Doñana,Marismillas,De Aguas Rubias Al Hondón,True,No,Marisma
CA_20050506,Parque Nacional De Doñana,Marisma de Los Sotos,Marisma de Los Sotos,True,Muy poca,Marisma
CA_20050506,Parque Nacional De Doñana,Marisma De Hinojos,De Matasgordas A Resolimán,True,No,Marisma
CA_20050506,Parque Nacional De Doñana,Marisma RBD,Marisma RBD,True,No,Marisma
CA_20050506,Parque Nacional De Doñana,El Puntal,Marisma de El Puntal,True,No,Marisma
CA_20050506,Parque Natural Norte,Entremuros,Entremuros De Los Pobres,True,Muy poca,Otros
CA_20050506,Parque Natural Norte,Otros Cultivos,La Sarteneja,True,No,Arrozal
CA_20050506,Parque Nacional De Doñana,Las Nuevas - Matochar,Lucio De Los Ánsares,True,No,Marisma
CA_20050506,Veta La Palma,Veta La Palma,Lucio De Los Cangrejos,True,No,Otros
CA_20050506,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio De Marilopez Chico,True,No,Marisma
CA_20050506,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio De Marilopez Grande,True,No,Marisma
CA_20050506,Parque Nacional De Doñana,Las Nuevas - Matochar,Lucio Del Cangrejo Chico,True,Muy poca,Marisma
CA_20050506,Parque Natural Norte,Entremuros,Lucio Del Cangrejo Grande,True,Muy poca,Marisma
CA_20050506,Parque Nacional De Doñana,Marismillas,Lucio Del Hondón,True,Sí,Marisma
CA_20050506,Veta La Palma,Veta La Palma,Lucio Del Hotel,True,Mucha,Otros
CA_20050506,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio Del Lobo Chico,True,No,Marisma
CA_20050506,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio Del Lobo Grande,True,No,Marisma
CA_20050506,Parque Nacional De Doñana,Marismillas,Lucio Del Membrillo,True,No,Marisma
CA_20050506,Parque Nacional De Doñana,Las Nuevas - Matochar,Lucios Al Norte Del Buen Tiro,True,No,Marisma
CA_20050506,Parque Nacional De Doñana,Las Nuevas - Matochar,Lucios Al Sur De Los Ánsares,True,No,Marisma
CA_20050506,Parque Nacional De Doñana,Marismillas,Lucios De Veta Lengua Y Aguas Rubias,True,No,Marisma
CA_20050506,Parque Nacional De Doñana,El Puntal,Lucios Del Caballero y El Puntal,True,No,Marisma
CA_20050506,Parque Nacional De Doñana,Marismas Del Rocio Y Rocina,Marismas Del Rocío,True,Mucha,Marisma
CA_20050506,Veta La Palma,Veta La Palma,El Italiano,True,No,Arrozal
CA_20050506,Parque Natural Norte,Arrozales De Puebla E Isla Mayor,Arrozales De Puebla E Isla Mayor,True,Mucha,Arrozal
CA_20050506,Veta La Palma,Veta La Palma,Arrozales De Tarfia,True,Mucha,Arrozal
CA_20050506,Veta La Palma,Veta La Palma,Balsas AB,True,Sí,Acuicultura
CA_20050506,Parque Natural Norte,Colonia De La Isleta De Puebla,Colonia De La Isleta De Puebla,False,Desconocido,Otros
CA_20050506,Veta La Palma,Veta La Palma,Cuquero Grande Y Chico,True,Mucha,Acuicultura
CA_20050506,Parque Natural Norte,Dehesa De Abajo,Dehesa De Abajo,True,Mucha,Otros
CA_20050506,Veta La Palma,Veta La Palma,Esparragosilla,True,Sí,Acuicultura
CA_20050506,Veta La Palma,Veta La Palma,Gavetas,True,Sí,Acuicultura
CA_20050506,Parque Natural Norte,Guadiamar Encauzado,Caño Guadiamar PNAT,True,Muy poca,Marisma
CA_20050506,Parque Natural Norte,Hato Blanco,Hato Blanco,True,Mucha,Arrozal
CA_20050506,Parque Nacional De Doñana,Lagunas RBD,Lagunas RBD,True,Sí,Otros
CA_20050506,Parque Nacional De Doñana,Los Caracoles,Los Caracoles,True,No,Marisma
CA_20050506,Parque Nacional De Doñana,Lucio De La FAO,Lucio De La FAO,True,Sí,Otros
CA_20050506,Veta La Palma,Veta La Palma,Lucio Del Bocón,True,Poca,Acuicultura
CA_20050506,Parque Nacional De Doñana,Marisma De Hinojos,Marisma De Hinojos,True,No,Marisma
CA_20050506,Parque Natural Norte,Marismas del Coto del Rey,Marismas del Coto del Rey,True,No,Marisma
CA_20050506,Parque Nacional De Doñana,Matasgordas,Matasgordas,True,No,Marisma
CA_20050506,Salinas De Bonanza,Salinas De Bonanza,Salinas Hidalgo,True,Sí,Salinas
CA_20050506,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,True,Sí,Salinas
CA_20050506,Parque Nacional De Doñana,Marismillas,Orilla del Río,True,No,Marisma
CA_20050506,Veta La Palma,Veta La Palma,Almajar Perimetral,False,Desconocido,Otros
CA_20050506,Parque Natural Norte,Arrozales De Puebla E Isla Mayor,Arrozal de Casa Neves,False,Desconocido,Arrozal
CA_20050506,Veta La Palma,Veta La Palma,Balsa De Tarfia,False,Desconocido,Otros
CA_20050506,Veta La Palma,Veta La Palma,Cultivos De Tarfia,False,Desconocido,Otros
CA_20050506,Veta La Palma,Veta La Palma,Cuquero Chico,False,Desconocido,Acuicultura
CA_20050506,Veta La Palma,Veta La Palma,Cuquero Grande,False,Desconocido,Acuicultura
CA_20050506,Parque Nacional De Doñana,Marismas Del Rocio Y Rocina,La Rocina,False,Desconocido,Otros
CA_20050506,Parque Natural Norte,Otros Cultivos,Los Madrigales,False,Desconocido,Arrozal
CA_20050506,Parque Natural Norte,Otros Cultivos,Otros Cultivos,False,Desconocido,Otros
CA_20050506,Parque Nacional De Doñana,El Partido,El Partido,False,Desconocido,Otros
CA_20050506,Veta La Palma,Veta La Palma,Balsas CDE,True,Sí,Acuicultura
CA_20050412,Parque Natural Norte,Brazo De La Torre Y Cantaritas,Brazo De La Torre,True,Muy poca,Otros
CA_20050412,Parque Natural Norte,Arrozales De Puebla E Isla Mayor,Brazo De Los Pobres,True,No,Otros
CA_20050412,Parque Natural Norte,Brazo De La Torre Y Cantaritas,Cantaritas,True,No,Arrozal
CA_20050412,Parque Nacional De Doñana,Las Nuevas - Matochar,Caño Del Buen Tiro,False,Desconocido,Marisma
CA_20050412,Parque Nacional De Doñana,Marisma De Hinojos,Caño Guadiamar PNAC,True,No,Marisma
CA_20050412,Parque Nacional De Doñana,El Puntal,Caño Junquera A Veta Carrizosa,True,No,Marisma
CA_20050412,Parque Nacional De Doñana,Las Nuevas - Matochar,Caño Travieso,True,No,Marisma
CA_20050412,Parque Nacional De Doñana,Marismillas,De Aguas Rubias Al Hondón,True,Muy poca,Marisma
CA_20050412,Parque Nacional De Doñana,Marisma de Los Sotos,Marisma de Los Sotos,True,Muy poca,Marisma
CA_20050412,Parque Nacional De Doñana,Marisma De Hinojos,De Matasgordas A Resolimán,True,No,Marisma
CA_20050412,Parque Nacional De Doñana,Marisma RBD,Marisma RBD,True,No,Marisma
CA_20050412,Parque Nacional De Doñana,El Puntal,Marisma de El Puntal,True,No,Marisma
CA_20050412,Parque Natural Norte,Entremuros,Entremuros De Los Pobres,True,Muy poca,Otros
CA_20050412,Parque Natural Norte,Otros Cultivos,La Sarteneja,True,No,Arrozal
CA_20050412,Parque Nacional De Doñana,Las Nuevas - Matochar,Lucio De Los Ánsares,True,No,Marisma
CA_20050412,Veta La Palma,Veta La Palma,Lucio De Los Cangrejos,True,No,Otros
CA_20050412,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio De Marilopez Chico,True,No,Marisma
CA_20050412,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio De Marilopez Grande,True,Sí,Marisma
CA_20050412,Parque Nacional De Doñana,Las Nuevas - Matochar,Lucio Del Cangrejo Chico,True,Muy poca,Marisma
CA_20050412,Parque Natural Norte,Entremuros,Lucio Del Cangrejo Grande,True,Muy poca,Marisma
CA_20050412,Parque Nacional De Doñana,Marismillas,Lucio Del Hondón,True,Mucha,Marisma
CA_20050412,Veta La Palma,Veta La Palma,Lucio Del Hotel,True,Sí,Otros
CA_20050412,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio Del Lobo Chico,True,No,Marisma
CA_20050412,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio Del Lobo Grande,True,Sí,Marisma
CA_20050412,Parque Nacional De Doñana,Marismillas,Lucio Del Membrillo,True,No,Marisma
CA_20050412,Parque Nacional De Doñana,Las Nuevas - Matochar,Lucios Al Norte Del Buen Tiro,True,No,Marisma
CA_20050412,Parque Nacional De Doñana,Las Nuevas - Matochar,Lucios Al Sur De Los Ánsares,True,No,Marisma
CA_20050412,Parque Nacional De Doñana,Marismillas,Lucios De Veta Lengua Y Aguas Rubias,True,No,Marisma
CA_20050412,Parque Nacional De Doñana,El Puntal,Lucios Del Caballero y El Puntal,True,No,Marisma
CA_20050412,Parque Nacional De Doñana,Marismas Del Rocio Y Rocina,Marismas Del Rocío,True,Sí,Marisma
CA_20050412,Veta La Palma,Veta La Palma,El Italiano,True,No,Arrozal
CA_20050412,Parque Natural Norte,Arrozales De Puebla E Isla Mayor,Arrozales De Puebla E Isla Mayor,True,No,Arrozal
CA_20050412,Veta La Palma,Veta La Palma,Arrozales De Tarfia,True,No,Arrozal
CA_20050412,Veta La Palma,Veta La Palma,Balsas AB,True,Sí,Acuicultura
CA_20050412,Parque Natural Norte,Colonia De La Isleta De Puebla,Colonia De La Isleta De Puebla,False,Desconocido,Otros
CA_20050412,Parque Natural Norte,Dehesa De Abajo,Dehesa De Abajo,True,Mucha,Otros
CA_20050412,Veta La Palma,Veta La Palma,Esparragosilla,True,Sí,Acuicultura
CA_20050412,Veta La Palma,Veta La Palma,Gavetas,True,Sí,Acuicultura
CA_20050412,Parque Natural Norte,Guadiamar Encauzado,Caño Guadiamar PNAT,True,Poca,Marisma
CA_20050412,Parque Natural Norte,Hato Blanco,Hato Blanco,True,No,Arrozal
CA_20050412,Parque Nacional De Doñana,Lagunas RBD,Lagunas RBD,True,Sí,Otros
CA_20050412,Parque Nacional De Doñana,Los Caracoles,Los Caracoles,True,No,Marisma
CA_20050412,Parque Nacional De Doñana,Lucio De La FAO,Lucio De La FAO,True,Sí,Otros
CA_20050412,Veta La Palma,Veta La Palma,Lucio Del Bocón,True,Sí,Acuicultura
CA_20050412,Parque Nacional De Doñana,Marisma De Hinojos,Marisma De Hinojos,True,Muy poca,Marisma
CA_20050412,Parque Natural Norte,Marismas del Coto del Rey,Marismas del Coto del Rey,True,No,Marisma
CA_20050412,Parque Nacional De Doñana,Matasgordas,Matasgordas,True,No,Marisma
CA_20050412,Parque Nacional De Doñana,El Partido,El Partido,True,Muy poca,Otros
CA_20050412,Salinas De Bonanza,Salinas De Bonanza,Salinas Hidalgo,True,Sí,Salinas
CA_20050412,Parque Nacional De Doñana,Marismillas,Orilla del Río,True,No,Marisma
CA_20050412,Veta La Palma,Veta La Palma,Almajar Perimetral,False,Desconocido,Otros
CA_20050412,Parque Natural Norte,Arrozales De Puebla E Isla Mayor,Arrozal de Casa Neves,False,Desconocido,Arrozal
CA_20050412,Veta La Palma,Veta La Palma,Balsa De Tarfia,False,Desconocido,Otros
CA_20050412,Veta La Palma,Veta La Palma,Cultivos De Tarfia,False,Desconocido,Otros
CA_20050412,Veta La Palma,Veta La Palma,Cuquero Chico,False,Desconocido,Acuicultura
CA_20050412,Veta La Palma,Veta La Palma,Cuquero Grande,False,Desconocido,Acuicultura
CA_20050412,Parque Nacional De Doñana,Marismas Del Rocio Y Rocina,La Rocina,False,Desconocido,Otros
CA_20050412,Parque Natural Norte,Otros Cultivos,Los Madrigales,False,Desconocido,Arrozal
CA_20050412,Parque Natural Norte,Otros Cultivos,Otros Cultivos,False,Desconocido,Otros
CA_20050412,Veta La Palma,Veta La Palma,Balsas CDE,True,Sí,Acuicultura
CA_20050412,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,True,Sí,Salinas
CA_20050412,Veta La Palma,Veta La Palma,Cuquero Grande Y Chico,True,Desconocido,Acuicultura
CA_20050310,Parque Natural Norte,Brazo De La Torre Y Cantaritas,Brazo De La Torre,True,Muy poca,Otros
CA_20050310,Parque Natural Norte,Arrozales De Puebla E Isla Mayor,Brazo De Los Pobres,True,Muy poca,Otros
CA_20050310,Parque Natural Norte,Brazo De La Torre Y Cantaritas,Cantaritas,True,No,Arrozal
CA_20050310,Parque Nacional De Doñana,Las Nuevas - Matochar,Caño Del Buen Tiro,False,Sí,Marisma
CA_20050310,Parque Nacional De Doñana,Marisma De Hinojos,Caño Guadiamar PNAC,True,No,Marisma
CA_20050310,Parque Nacional De Doñana,El Puntal,Caño Junquera A Veta Carrizosa,True,Muy poca,Marisma
CA_20050310,Parque Nacional De Doñana,Las Nuevas - Matochar,Caño Travieso,True,No,Marisma
CA_20050310,Parque Nacional De Doñana,Marismillas,De Aguas Rubias Al Hondón,True,Muy poca,Marisma
CA_20050310,Parque Nacional De Doñana,Marisma de Los Sotos,Marisma de Los Sotos,True,Poca,Marisma
CA_20050310,Parque Nacional De Doñana,Marisma De Hinojos,De Matasgordas A Resolimán,True,No,Marisma
CA_20050310,Parque Nacional De Doñana,Marisma RBD,Marisma RBD,True,Muy poca,Marisma
CA_20050310,Parque Nacional De Doñana,El Puntal,Marisma de El Puntal,True,No,Marisma
CA_20050310,Parque Natural Norte,Entremuros,Entremuros De Los Pobres,True,Muy poca,Otros
CA_20050310,Parque Natural Norte,Otros Cultivos,La Sarteneja,True,No,Arrozal
CA_20050310,Parque Nacional De Doñana,Las Nuevas - Matochar,Lucio De Los Ánsares,True,No,Marisma
CA_20050310,Veta La Palma,Veta La Palma,Lucio De Los Cangrejos,True,No,Otros
CA_20050310,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio De Marilopez Chico,True,Muy poca,Marisma
CA_20050310,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio De Marilopez Grande,True,Mucha,Marisma
CA_20050310,Parque Nacional De Doñana,Las Nuevas - Matochar,Lucio Del Cangrejo Chico,True,Muy poca,Marisma
CA_20050310,Parque Natural Norte,Entremuros,Lucio Del Cangrejo Grande,True,Muy poca,Marisma
CA_20050310,Parque Nacional De Doñana,Marismillas,Lucio Del Hondón,True,Sí,Marisma
CA_20050310,Veta La Palma,Veta La Palma,Lucio Del Hotel,True,Sí,Otros
CA_20050310,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio Del Lobo Chico,True,Muy poca,Marisma
CA_20050310,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio Del Lobo Grande,True,Mucha,Marisma
